ID,Full Name,Gender,Date of Birth,Checkout Date,Purpose,SOURCE,Overall Experience,NPS RATING,NPS CATEGORY,Feedback,Feedback Category,Rating,Rating Range
1487,Guest 01487,Female,1974-09-11,2020-09-04,Vacation,Television advertisement,4,9,Promoters,Broadband & TV,Facility,Poor,1
1488,Guest 01488,Male,1976-07-14,2020-06-24,Business,Organization,4,7,Passives,Gym,Facility,Good,3
1489,Guest 01489,Male,1969-03-10,2021-02-09,Business,Organization,3,9,Promoters,Staff attitude,Staff,Excellent,5
1490,Guest 01490,Male,1971-03-29,2021-02-27,Business,Internet advertisement,2,4,Detractors,Check-in Process,Staff,Excellent,5
1491,Guest 01491,Female,2006-04-25,2021-07-20,Vacation,Search engine,5,7,Passives,Room service,Room,Excellent,5
1492,Guest 01492,Female,1990-08-13,2021-08-08,Function,Word of mouth,1,5,Detractors,Room cleanliness,Room,Poor,1
1493,Guest 01493,Female,1957-06-06,2022-01-09,Vacation,Word of mouth,5,9,Promoters,Food quality,Restaurant,Very good,4
1494,Guest 01494,Female,1977-08-08,2020-03-17,Vacation,Organization,4,8,Passives,Variety of food,Restaurant,Poor,1
1495,Guest 01495,Male,1985-11-08,2021-01-26,Business,Organization,2,9,Promoters,Broadband & TV,Facility,Good,3
1496,Guest 01496,Male,2002-11-10,2021-09-13,Function,Internet advertisement,3,9,Promoters,Gym,Facility,Excellent,5
1497,Guest 01497,Female,1990-03-04,2022-09-16,Function,Television advertisement,5,9,Promoters,Staff attitude,Staff,Very good,4
1498,Guest 01498,Male,1956-06-16,2021-05-22,Business,Organization,3,5,Detractors,Check-in Process,Staff,Excellent,5
1499,Guest 01499,Female,1964-08-22,2022-10-26,Vacation,Word of mouth,2,4,Detractors,Room service,Room,Good,3
1500,Guest 01500,Female,1959-10-02,2021-09-15,Vacation,Television advertisement,3,10,Promoters,Room cleanliness,Room,Very good,4
1501,Guest 01501,Female,1951-09-04,2021-02-16,Vacation,Internet advertisement,5,9,Promoters,Food quality,Restaurant,Average,2
1502,Guest 01502,Male,1973-07-16,2020-07-07,Business,Organization,5,9,Promoters,Variety of food,Restaurant,Average,2
1503,Guest 01503,Female,1979-07-28,2021-11-25,Vacation,Search engine,2,7,Passives,Broadband & TV,Facility,Very good,4
1504,Guest 01504,Male,1975-01-24,2022-01-20,Business,Organization,5,3,Detractors,Gym,Facility,Very good,4
1505,Guest 01505,Female,1951-05-23,2022-12-11,Vacation,Internet advertisement,1,8,Passives,Staff attitude,Staff,Very good,4
1506,Guest 01506,Male,1952-11-06,2022-05-26,Other,hotel booking sites,5,9,Promoters,Check-in Process,Staff,Average,2
1507,Guest 01507,Male,1956-07-14,2022-05-19,Vacation,Word of mouth,5,9,Promoters,Room service,Room,Poor,1
1508,Guest 01508,Male,1954-03-27,2021-09-04,Business,Organization,5,3,Detractors,Room cleanliness,Room,Average,2
1509,Guest 01509,Female,1952-09-22,2020-03-10,Vacation,Search engine,5,10,Promoters,Food quality,Restaurant,Good,3
1510,Guest 01510,Male,1998-05-03,2020-05-26,Function,Search engine,2,3,Detractors,Variety of food,Restaurant,Poor,1
1511,Guest 01511,Female,1994-11-21,2021-09-13,Vacation,Search engine,3,10,Promoters,Broadband & TV,Facility,Good,3
1512,Guest 01512,Female,1964-03-28,2020-03-23,Function,Word of mouth,4,8,Passives,Gym,Facility,Excellent,5
1513,Guest 01513,Female,1960-06-09,2021-11-26,Business,Organization,3,9,Promoters,Staff attitude,Staff,Good,3
1514,Guest 01514,Female,1964-04-25,2020-08-24,Vacation,hotel booking sites,5,9,Promoters,Check-in Process,Staff,Excellent,5
1515,Guest 01515,Male,1963-02-01,2022-05-21,Business,hotel booking sites,5,8,Passives,Room service,Room,Good,3
1516,Guest 01516,Male,1992-11-23,2020-07-15,Business,Organization,3,3,Detractors,Room cleanliness,Room,Very good,4
1517,Guest 01517,Male,1974-12-02,2022-05-04,Vacation,hotel booking sites,5,4,Detractors,Food quality,Restaurant,Average,2
1518,Guest 01518,Female,1998-07-18,2021-05-30,Business,Organization,1,8,Passives,Variety of food,Restaurant,Poor,1
1519,Guest 01519,Male,1976-06-21,2022-09-07,Other,hotel booking sites,5,7,Passives,Broadband & TV,Facility,Average,2
1520,Guest 01520,Male,1964-10-11,2022-07-03,Function,Word of mouth,2,9,Promoters,Gym,Facility,Poor,1
1521,Guest 01521,Male,2000-02-17,2021-04-12,Business,Organization,3,6,Detractors,Staff attitude,Staff,Good,3
1522,Guest 01522,Female,1953-07-03,2021-01-31,Function,Television advertisement,1,6,Detractors,Check-in Process,Staff,Excellent,5
1523,Guest 01523,Male,1953-07-07,2020-04-01,Other,Search engine,3,9,Promoters,Room service,Room,Good,3
1524,Guest 01524,Male,1997-07-06,2022-11-05,Business,Organization,2,10,Promoters,Room cleanliness,Room,Average,2
1525,Guest 01525,Male,1974-11-09,2021-06-17,Business,Organization,4,4,Detractors,Food quality,Restaurant,Poor,1
1526,Guest 01526,Male,1955-12-26,2022-12-13,Vacation,Search engine,4,8,Passives,Variety of food,Restaurant,Average,2
1527,Guest 01527,Male,1983-06-23,2022-09-24,Business,Internet advertisement,5,9,Promoters,Broadband & TV,Facility,Excellent,5
1528,Guest 01528,Female,1988-05-03,2021-02-15,Vacation,Internet advertisement,2,7,Passives,Gym,Facility,Excellent,5
1529,Guest 01529,Female,1992-11-20,2021-08-29,Business,Organization,5,8,Passives,Staff attitude,Staff,Good,3
1530,Guest 01530,Male,1994-03-02,2021-02-12,Business,Organization,3,5,Detractors,Check-in Process,Staff,Poor,1
1531,Guest 01531,Male,1986-12-12,2021-09-04,Business,Organization,4,9,Promoters,Room service,Room,Good,3
1532,Guest 01532,Male,1978-11-22,2021-04-08,Vacation,hotel booking sites,2,9,Promoters,Room cleanliness,Room,Poor,1
1533,Guest 01533,Female,1962-12-16,2020-10-12,Business,Organization,5,10,Promoters,Food quality,Restaurant,Average,2
1534,Guest 01534,Female,1965-10-08,2021-05-20,Other,Organization,3,10,Promoters,Variety of food,Restaurant,Average,2
1535,Guest 01535,Female,1990-09-18,2020-02-27,Business,Organization,5,9,Promoters,Broadband & TV,Facility,Good,3
1536,Guest 01536,Male,1972-08-28,2020-01-18,Business,Organization,5,9,Promoters,Gym,Facility,Very good,4
1537,Guest 01537,Male,1988-06-11,2020-10-26,Vacation,Search engine,4,6,Detractors,Staff attitude,Staff,Average,2
1538,Guest 01538,Female,2000-12-30,2021-01-18,Vacation,News paper,4,5,Detractors,Check-in Process,Staff,Average,2
1539,Guest 01539,Female,1959-02-15,2020-11-18,Vacation,Television advertisement,5,6,Detractors,Room service,Room,Good,3
1540,Guest 01540,Male,2003-03-11,2020-07-26,Business,Search engine,3,8,Passives,Room cleanliness,Room,Very good,4
1541,Guest 01541,Male,1973-02-01,2021-02-21,Business,Organization,5,9,Promoters,Food quality,Restaurant,Very good,4
1542,Guest 01542,Female,1987-03-31,2021-04-24,Vacation,Internet advertisement,5,8,Passives,Variety of food,Restaurant,Average,2
1543,Guest 01543,Male,1992-11-06,2022-07-07,Vacation,Organization,5,8,Passives,Broadband & TV,Facility,Average,2
1544,Guest 01544,Female,1952-05-11,2020-02-10,Business,Organization,3,7,Passives,Gym,Facility,Average,2
1545,Guest 01545,Female,1951-08-18,2021-05-02,Business,Organization,5,8,Passives,Staff attitude,Staff,Good,3
1546,Guest 01546,Male,2000-01-21,2021-04-04,Vacation,Internet advertisement,4,9,Promoters,Check-in Process,Staff,Very good,4
1547,Guest 01547,Male,1954-04-20,2021-03-03,Business,Organization,5,4,Detractors,Room service,Room,Average,2
1548,Guest 01548,Male,1978-03-30,2020-01-25,Vacation,hotel booking sites,4,3,Detractors,Room cleanliness,Room,Excellent,5
1549,Guest 01549,Male,1970-08-10,2020-12-08,Vacation,hotel booking sites,2,9,Promoters,Food quality,Restaurant,Good,3
1550,Guest 01550,Male,1959-07-14,2021-09-11,Other,hotel booking sites,4,9,Promoters,Variety of food,Restaurant,Average,2
1551,Guest 01551,Female,1961-04-11,2020-07-17,Business,Organization,5,9,Promoters,Broadband & TV,Facility,Good,3
1552,Guest 01552,Male,1960-04-03,2021-11-22,Vacation,Word of mouth,3,9,Promoters,Gym,Facility,Good,3
1553,Guest 01553,Female,1984-07-11,2021-02-06,Business,Organization,1,5,Detractors,Staff attitude,Staff,Good,3
1554,Guest 01554,Female,1975-03-17,2021-10-19,Other,News paper,5,8,Passives,Check-in Process,Staff,Excellent,5
1555,Guest 01555,Female,1987-11-19,2021-08-26,Vacation,Internet advertisement,5,9,Promoters,Room service,Room,Very good,4
1556,Guest 01556,Female,1993-03-22,2021-04-16,Other,hotel booking sites,5,9,Promoters,Room cleanliness,Room,Good,3
1557,Guest 01557,Male,1970-02-19,2021-01-17,Business,Organization,4,9,Promoters,Food quality,Restaurant,Very good,4
1558,Guest 01558,Female,1998-08-25,2020-05-01,Vacation,Internet advertisement,3,9,Promoters,Variety of food,Restaurant,Very good,4
1559,Guest 01559,Male,1994-11-23,2020-12-10,Vacation,Internet advertisement,4,9,Promoters,Broadband & TV,Facility,Poor,1
1560,Guest 01560,Female,1980-03-14,2021-11-24,Business,Organization,1,8,Passives,Gym,Facility,Average,2
1561,Guest 01561,Male,1973-01-11,2021-01-08,Business,Organization,2,8,Passives,Staff attitude,Staff,Very good,4
1562,Guest 01562,Male,1976-03-13,2020-12-13,Business,Organization,4,7,Passives,Check-in Process,Staff,Very good,4
1563,Guest 01563,Female,1995-08-22,2022-09-07,Business,Organization,4,8,Passives,Room service,Room,Very good,4
1564,Guest 01564,Male,1986-09-14,2022-09-08,Business,hotel booking sites,5,9,Promoters,Room cleanliness,Room,Very good,4
1565,Guest 01565,Male,1951-06-25,2020-07-10,Vacation,Search engine,4,4,Detractors,Food quality,Restaurant,Good,3
1566,Guest 01566,Male,1994-02-08,2022-09-13,Vacation,hotel booking sites,5,3,Detractors,Variety of food,Restaurant,Poor,1
1567,Guest 01567,Male,1965-08-17,2020-04-25,Business,Organization,5,8,Passives,Broadband & TV,Facility,Poor,1
1568,Guest 01568,Male,1964-05-02,2021-01-10,Vacation,hotel booking sites,4,9,Promoters,Gym,Facility,Good,3
1569,Guest 01569,Female,1970-09-09,2021-03-25,Function,Word of mouth,2,3,Detractors,Staff attitude,Staff,Good,3
1570,Guest 01570,Female,1963-02-02,2020-12-15,Function,Word of mouth,4,10,Promoters,Check-in Process,Staff,Good,3
1571,Guest 01571,Male,1964-05-07,2021-04-28,Vacation,Search engine,2,7,Passives,Room service,Room,Excellent,5
1572,Guest 01572,Male,1954-09-01,2022-07-02,Business,Organization,5,9,Promoters,Room cleanliness,Room,Excellent,5
1573,Guest 01573,Male,1999-10-20,2021-12-18,Function,Television advertisement,3,9,Promoters,Food quality,Restaurant,Excellent,5
1574,Guest 01574,Male,1975-09-29,2022-12-11,Vacation,Internet advertisement,5,9,Promoters,Variety of food,Restaurant,Average,2
1575,Guest 01575,Male,1985-07-24,2021-09-28,Business,Internet advertisement,5,9,Promoters,Broadband & TV,Facility,Average,2
1576,Guest 01576,Female,1990-07-03,2022-09-19,Function,News paper,5,6,Detractors,Gym,Facility,Good,3
1577,Guest 01577,Male,1998-12-18,2021-10-11,Vacation,Organization,5,7,Passives,Staff attitude,Staff,Good,3
1578,Guest 01578,Female,1952-05-12,2021-05-13,Vacation,Word of mouth,3,8,Passives,Check-in Process,Staff,Very good,4
1579,Guest 01579,Male,1990-08-15,2020-06-17,Business,Organization,5,4,Detractors,Room service,Room,Excellent,5
1580,Guest 01580,Male,1994-11-30,2021-04-08,Other,hotel booking sites,3,8,Passives,Room cleanliness,Room,Very good,4
1581,Guest 01581,Male,1990-01-18,2020-01-24,Vacation,News paper,5,9,Promoters,Food quality,Restaurant,Poor,1
1582,Guest 01582,Male,1991-07-19,2021-02-08,Vacation,Search engine,1,9,Promoters,Variety of food,Restaurant,Average,2
1583,Guest 01583,Male,1974-05-13,2022-08-09,Business,Organization,5,7,Passives,Broadband & TV,Facility,Good,3
1584,Guest 01584,Male,1953-09-16,2022-02-09,Vacation,Internet advertisement,5,8,Passives,Gym,Facility,Average,2
1585,Guest 01585,Female,1961-11-23,2020-10-13,Function,Word of mouth,2,9,Promoters,Staff attitude,Staff,Good,3
1586,Guest 01586,Female,1988-10-04,2020-04-05,Function,News paper,5,9,Promoters,Check-in Process,Staff,Excellent,5
1587,Guest 01587,Female,1965-02-28,2020-04-05,Business,Organization,4,9,Promoters,Room service,Room,Very good,4
1588,Guest 01588,Female,2001-11-16,2022-07-29,Vacation,Word of mouth,5,6,Detractors,Room cleanliness,Room,Good,3
1589,Guest 01589,Female,1958-10-24,2022-06-27,Vacation,hotel booking sites,5,8,Passives,Food quality,Restaurant,Very good,4
1590,Guest 01590,Male,1956-04-16,2021-03-02,Business,Organization,1,6,Detractors,Variety of food,Restaurant,Average,2
1591,Guest 01591,Male,1956-03-25,2021-08-14,Vacation,Internet advertisement,5,9,Promoters,Broadband & TV,Facility,Good,3
1592,Guest 01592,Female,1980-02-25,2022-09-06,Function,Word of mouth,5,7,Passives,Gym,Facility,Average,2
1593,Guest 01593,Male,1999-08-07,2021-02-20,Function,Word of mouth,3,7,Passives,Staff attitude,Staff,Very good,4
1594,Guest 01594,Female,1993-05-30,2022-01-01,Business,Organization,3,8,Passives,Check-in Process,Staff,Excellent,5
1595,Guest 01595,Female,1987-11-07,2021-08-09,Vacation,hotel booking sites,5,10,Promoters,Room service,Room,Very good,4
1596,Guest 01596,Male,1989-05-16,2022-03-25,Function,Search engine,2,8,Passives,Room cleanliness,Room,Poor,1
1597,Guest 01597,Female,1976-04-30,2020-05-01,Vacation,Word of mouth,3,6,Detractors,Food quality,Restaurant,Very good,4
1598,Guest 01598,Male,1954-09-15,2022-08-23,Vacation,Internet advertisement,5,6,Detractors,Variety of food,Restaurant,Average,2
1599,Guest 01599,Female,2005-09-19,2020-06-19,Vacation,hotel booking sites,5,4,Detractors,Broadband & TV,Facility,Very good,4
1600,Guest 01600,Female,1960-06-19,2021-10-09,Function,Search engine,5,6,Detractors,Gym,Facility,Average,2
1601,Guest 01601,Male,1956-07-04,2022-08-09,Vacation,Internet advertisement,4,9,Promoters,Staff attitude,Staff,Very good,4
1602,Guest 01602,Female,1985-02-23,2021-01-21,Vacation,Word of mouth,3,8,Passives,Check-in Process,Staff,Excellent,5
1603,Guest 01603,Female,2002-06-24,2021-12-10,Vacation,hotel booking sites,5,6,Detractors,Room service,Room,Excellent,5
1604,Guest 01604,Female,1967-11-12,2020-04-07,Function,Word of mouth,1,7,Passives,Room cleanliness,Room,Average,2
1605,Guest 01605,Female,1999-09-24,2022-04-30,Vacation,Television advertisement,5,8,Passives,Food quality,Restaurant,Very good,4
1606,Guest 01606,Female,1958-07-17,2021-05-25,Other,hotel booking sites,5,8,Passives,Variety of food,Restaurant,Average,2
1607,Guest 01607,Male,1991-08-08,2022-10-02,Business,Word of mouth,4,8,Passives,Broadband & TV,Facility,Good,3
1608,Guest 01608,Male,1952-01-07,2021-04-09,Function,Word of mouth,4,8,Passives,Gym,Facility,Very good,4
1609,Guest 01609,Male,1994-12-06,2020-11-10,Vacation,Search engine,4,9,Promoters,Staff attitude,Staff,Excellent,5
1610,Guest 01610,Female,1955-04-11,2020-01-07,Vacation,Search engine,2,9,Promoters,Check-in Process,Staff,Excellent,5
1611,Guest 01611,Male,2006-12-05,2021-05-22,Business,Organization,4,9,Promoters,Room service,Room,Very good,4
1612,Guest 01612,Female,2006-02-08,2021-11-26,Vacation,Search engine,3,6,Detractors,Room cleanliness,Room,Very good,4
1613,Guest 01613,Male,1977-05-12,2020-02-14,Other,hotel booking sites,3,7,Passives,Food quality,Restaurant,Good,3
1614,Guest 01614,Male,1988-04-13,2021-10-03,Business,Organization,5,9,Promoters,Variety of food,Restaurant,Very good,4
1615,Guest 01615,Male,1964-06-11,2020-04-30,Function,Search engine,5,9,Promoters,Broadband & TV,Facility,Good,3
1616,Guest 01616,Female,1993-06-24,2021-01-24,Other,hotel booking sites,3,8,Passives,Gym,Facility,Very good,4
1617,Guest 01617,Male,1997-11-05,2021-07-19,Other,hotel booking sites,4,9,Promoters,Staff attitude,Staff,Good,3
1618,Guest 01618,Female,1953-01-20,2022-01-25,Function,News paper,4,9,Promoters,Check-in Process,Staff,Poor,1
1619,Guest 01619,Male,1991-05-05,2021-04-26,Business,Organization,3,8,Passives,Room service,Room,Good,3
1620,Guest 01620,Male,1961-03-02,2021-11-03,Business,Organization,4,10,Promoters,Room cleanliness,Room,Poor,1
1621,Guest 01621,Female,1987-07-25,2020-07-24,Business,Internet advertisement,5,9,Promoters,Food quality,Restaurant,Average,2
1622,Guest 01622,Female,1972-05-16,2020-02-21,Vacation,Search engine,4,9,Promoters,Variety of food,Restaurant,Average,2
1623,Guest 01623,Female,2000-10-27,2020-02-26,Business,Organization,5,9,Promoters,Broadband & TV,Facility,Excellent,5
1624,Guest 01624,Male,1978-08-17,2021-05-03,Other,hotel booking sites,5,9,Promoters,Gym,Facility,Excellent,5
1625,Guest 01625,Female,1969-09-13,2020-08-28,Function,hotel booking sites,2,9,Promoters,Staff attitude,Staff,Very good,4
1626,Guest 01626,Female,1983-04-13,2022-02-02,Business,Organization,5,4,Detractors,Check-in Process,Staff,Very good,4
1627,Guest 01627,Male,2002-09-19,2020-11-23,Vacation,Search engine,5,8,Passives,Room service,Room,Average,2
1628,Guest 01628,Male,1992-08-09,2021-12-11,Function,Internet advertisement,3,7,Passives,Room cleanliness,Room,Average,2
1629,Guest 01629,Male,2006-03-08,2021-10-24,Business,Organization,5,9,Promoters,Food quality,Restaurant,Average,2
1630,Guest 01630,Male,1998-04-15,2021-03-15,Business,Organization,5,4,Detractors,Variety of food,Restaurant,Average,2
1631,Guest 01631,Male,2006-08-03,2020-04-30,Vacation,Television advertisement,4,9,Promoters,Broadband & TV,Facility,Good,3
1632,Guest 01632,Male,1990-05-05,2021-01-31,Business,Organization,2,9,Promoters,Gym,Facility,Excellent,5
1633,Guest 01633,Male,2005-06-23,2020-02-06,Business,Search engine,4,6,Detractors,Staff attitude,Staff,Good,3
1634,Guest 01634,Male,1958-09-15,2022-03-09,Business,Organization,2,7,Passives,Check-in Process,Staff,Good,3
1635,Guest 01635,Male,1985-10-05,2020-03-28,Business,Organization,4,9,Promoters,Room service,Room,Average,2
1636,Guest 01636,Male,1990-04-27,2020-09-27,Function,Word of mouth,4,6,Detractors,Room cleanliness,Room,Very good,4
1637,Guest 01637,Male,1959-03-09,2021-01-10,Business,Organization,1,8,Passives,Food quality,Restaurant,Very good,4
1638,Guest 01638,Male,1955-05-11,2020-05-06,Vacation,Search engine,3,9,Promoters,Variety of food,Restaurant,Average,2
1639,Guest 01639,Male,2002-06-23,2020-11-09,Function,Word of mouth,4,6,Detractors,Broadband & TV,Facility,Very good,4
1640,Guest 01640,Male,1962-09-19,2020-05-18,Function,Word of mouth,5,10,Promoters,Gym,Facility,Excellent,5
1641,Guest 01641,Male,1973-04-14,2021-07-10,Function,Word of mouth,3,8,Passives,Staff attitude,Staff,Poor,1
1642,Guest 01642,Female,1980-06-04,2022-12-12,Vacation,Word of mouth,4,9,Promoters,Check-in Process,Staff,Average,2
1643,Guest 01643,Female,1976-02-12,2020-05-20,Business,Organization,3,5,Detractors,Room service,Room,Good,3
1644,Guest 01644,Male,1959-05-19,2022-06-17,Function,Word of mouth,5,5,Detractors,Room cleanliness,Room,Excellent,5
1645,Guest 01645,Male,1992-09-12,2020-02-16,Vacation,hotel booking sites,5,9,Promoters,Food quality,Restaurant,Poor,1
1646,Guest 01646,Female,2006-02-26,2021-05-20,Business,Organization,1,8,Passives,Variety of food,Restaurant,Average,2
1647,Guest 01647,Male,1955-01-19,2020-10-23,Business,Organization,1,6,Detractors,Broadband & TV,Facility,Average,2
1648,Guest 01648,Female,1975-09-04,2021-12-02,Business,Organization,4,7,Passives,Gym,Facility,Very good,4
1649,Guest 01649,Male,1994-01-29,2021-06-30,Business,hotel booking sites,5,10,Promoters,Staff attitude,Staff,Average,2
1650,Guest 01650,Male,2005-04-18,2021-05-19,Business,Organization,5,6,Detractors,Check-in Process,Staff,Average,2
1651,Guest 01651,Male,2006-01-01,2021-06-08,Function,Word of mouth,4,8,Passives,Room service,Room,Good,3
1652,Guest 01652,Female,1968-04-29,2021-03-04,Business,Organization,1,8,Passives,Room cleanliness,Room,Poor,1
1653,Guest 01653,Male,1991-07-18,2021-12-12,Function,Organization,5,8,Passives,Food quality,Restaurant,Excellent,5
1654,Guest 01654,Male,1958-08-07,2022-05-14,Other,Television advertisement,2,9,Promoters,Variety of food,Restaurant,Very good,4
1655,Guest 01655,Male,1979-01-29,2020-04-03,Business,Organization,3,9,Promoters,Broadband & TV,Facility,Poor,1
1656,Guest 01656,Female,1966-03-14,2020-03-13,Function,Television advertisement,2,9,Promoters,Gym,Facility,Good,3
1657,Guest 01657,Female,1996-12-20,2021-08-22,Other,hotel booking sites,5,10,Promoters,Staff attitude,Staff,Excellent,5
1658,Guest 01658,Female,1953-03-08,2020-10-06,Business,Organization,4,4,Detractors,Check-in Process,Staff,Excellent,5
1659,Guest 01659,Female,1951-11-14,2020-02-21,Business,Organization,4,7,Passives,Room service,Room,Very good,4
1660,Guest 01660,Female,1998-12-04,2021-05-16,Business,Organization,1,3,Detractors,Room cleanliness,Room,Very good,4
1661,Guest 01661,Female,2000-07-14,2021-10-15,Other,Search engine,4,7,Passives,Food quality,Restaurant,Good,3
1662,Guest 01662,Female,1973-06-11,2020-11-27,Vacation,Search engine,1,10,Promoters,Variety of food,Restaurant,Poor,1
1663,Guest 01663,Female,1994-08-31,2020-09-06,Business,Organization,3,8,Passives,Broadband & TV,Facility,Excellent,5
1664,Guest 01664,Male,1975-09-22,2022-01-05,Business,Organization,5,10,Promoters,Gym,Facility,Very good,4
1665,Guest 01665,Female,1976-02-03,2021-12-18,Vacation,Word of mouth,4,5,Detractors,Staff attitude,Staff,Average,2
1666,Guest 01666,Male,1966-11-09,2022-10-15,Business,Organization,1,3,Detractors,Check-in Process,Staff,Average,2
1667,Guest 01667,Male,1957-03-07,2020-11-23,Business,Word of mouth,5,9,Promoters,Room service,Room,Poor,1
1668,Guest 01668,Male,1957-02-10,2020-11-18,Business,Word of mouth,5,7,Passives,Room cleanliness,Room,Average,2
1669,Guest 01669,Male,1970-02-10,2021-07-03,Business,Organization,4,9,Promoters,Food quality,Restaurant,Poor,1
1670,Guest 01670,Female,1958-07-14,2022-01-26,Business,Organization,4,10,Promoters,Variety of food,Restaurant,Poor,1
1671,Guest 01671,Female,1994-03-26,2020-07-03,Other,Search engine,4,4,Detractors,Broadband & TV,Facility,Excellent,5
1672,Guest 01672,Female,2001-11-21,2022-06-16,Business,Organization,3,3,Detractors,Gym,Facility,Poor,1
1673,Guest 01673,Male,1953-08-13,2021-07-04,Business,Organization,3,9,Promoters,Staff attitude,Staff,Very good,4
1674,Guest 01674,Male,1968-09-11,2022-02-03,Business,Organization,5,7,Passives,Check-in Process,Staff,Excellent,5
1675,Guest 01675,Male,1952-04-25,2022-03-29,Function,Search engine,2,3,Detractors,Room service,Room,Very good,4
1676,Guest 01676,Male,1973-04-02,2022-04-07,Business,Organization,5,7,Passives,Room cleanliness,Room,Average,2
1677,Guest 01677,Male,1991-06-28,2022-09-21,Vacation,Television advertisement,5,9,Promoters,Food quality,Restaurant,Poor,1
1678,Guest 01678,Male,2003-06-09,2020-06-29,Business,Organization,5,4,Detractors,Variety of food,Restaurant,Poor,1
1679,Guest 01679,Male,1971-02-22,2022-09-18,Business,Organization,5,9,Promoters,Broadband & TV,Facility,Excellent,5
1680,Guest 01680,Male,1959-12-08,2022-06-01,Business,Internet advertisement,5,6,Detractors,Gym,Facility,Very good,4
1681,Guest 01681,Male,1975-11-29,2022-04-21,Vacation,Internet advertisement,1,10,Promoters,Staff attitude,Staff,Good,3
1682,Guest 01682,Male,2005-05-06,2021-12-05,Business,Organization,4,6,Detractors,Check-in Process,Staff,Excellent,5
1683,Guest 01683,Male,1975-09-12,2020-11-03,Business,Organization,1,9,Promoters,Room service,Room,Good,3
1684,Guest 01684,Male,1994-01-20,2021-06-12,Vacation,hotel booking sites,3,9,Promoters,Room cleanliness,Room,Average,2
1685,Guest 01685,Male,1969-04-12,2021-12-12,Vacation,Word of mouth,5,9,Promoters,Food quality,Restaurant,Excellent,5
1686,Guest 01686,Male,1980-11-01,2020-01-27,Function,Word of mouth,4,3,Detractors,Variety of food,Restaurant,Poor,1
1687,Guest 01687,Female,1969-05-29,2020-10-15,Function,Television advertisement,3,10,Promoters,Broadband & TV,Facility,Very good,4
1688,Guest 01688,Male,1988-12-27,2022-10-01,Business,Organization,3,8,Passives,Gym,Facility,Good,3
1689,Guest 01689,Female,2003-06-10,2020-04-24,Business,Organization,3,4,Detractors,Staff attitude,Staff,Very good,4
1690,Guest 01690,Female,1959-02-23,2021-01-22,Business,Organization,5,5,Detractors,Check-in Process,Staff,Excellent,5
1691,Guest 01691,Female,1982-05-18,2020-05-21,Vacation,Search engine,3,9,Promoters,Room service,Room,Excellent,5
1692,Guest 01692,Male,1958-02-01,2022-08-24,Function,Word of mouth,3,9,Promoters,Room cleanliness,Room,Poor,1
1693,Guest 01693,Female,1992-04-11,2021-10-04,Vacation,News paper,5,3,Detractors,Food quality,Restaurant,Poor,1
1694,Guest 01694,Female,2001-04-07,2020-09-30,Vacation,Search engine,2,7,Passives,Variety of food,Restaurant,Poor,1
1695,Guest 01695,Male,1982-05-22,2020-08-10,Business,Organization,3,9,Promoters,Broadband & TV,Facility,Excellent,5
1696,Guest 01696,Male,1986-01-05,2022-11-21,Vacation,Search engine,3,9,Promoters,Gym,Facility,Good,3
1697,Guest 01697,Female,1962-06-27,2021-02-17,Business,Organization,4,9,Promoters,Staff attitude,Staff,Very good,4
1698,Guest 01698,Female,1994-07-04,2021-04-30,Function,Television advertisement,5,6,Detractors,Check-in Process,Staff,Very good,4
1699,Guest 01699,Female,1979-12-30,2020-05-10,Business,Organization,2,7,Passives,Room service,Room,Average,2
1700,Guest 01700,Female,1976-07-23,2021-07-09,Business,Organization,1,4,Detractors,Room cleanliness,Room,Excellent,5
1701,Guest 01701,Male,1982-11-20,2021-09-05,Business,Organization,3,9,Promoters,Food quality,Restaurant,Very good,4
1702,Guest 01702,Male,1978-08-11,2022-12-02,Vacation,Word of mouth,3,4,Detractors,Variety of food,Restaurant,Average,2
1703,Guest 01703,Female,1974-03-23,2020-12-28,Other,Search engine,4,10,Promoters,Broadband & TV,Facility,Good,3
1704,Guest 01704,Male,1995-03-13,2021-05-18,Business,Organization,3,9,Promoters,Gym,Facility,Average,2
1705,Guest 01705,Male,2000-06-09,2021-03-21,Business,Organization,5,7,Passives,Staff attitude,Staff,Very good,4
1706,Guest 01706,Male,2001-11-25,2020-08-13,Vacation,Internet advertisement,4,8,Passives,Check-in Process,Staff,Average,2
1707,Guest 01707,Female,1989-10-28,2021-11-25,Function,Search engine,2,6,Detractors,Room service,Room,Good,3
1708,Guest 01708,Male,1980-03-02,2022-02-26,Other,Organization,3,8,Passives,Room cleanliness,Room,Excellent,5
1709,Guest 01709,Male,1982-12-16,2021-12-15,Vacation,Search engine,4,4,Detractors,Food quality,Restaurant,Excellent,5
1710,Guest 01710,Male,1958-11-16,2021-01-10,Other,hotel booking sites,2,9,Promoters,Variety of food,Restaurant,Poor,1
1711,Guest 01711,Female,1958-04-02,2021-08-24,Function,Organization,4,7,Passives,Broadband & TV,Facility,Excellent,5
1712,Guest 01712,Female,1986-07-13,2021-07-27,Vacation,Search engine,3,6,Detractors,Gym,Facility,Good,3
1713,Guest 01713,Female,1984-01-10,2021-12-24,Business,Organization,5,6,Detractors,Staff attitude,Staff,Very good,4
